"ScanID","PFT","PFT_2","PFT_3","Freq1","Freq2","area","PC1","PC2","PC3","PC4","PC5","PC6","PC7"
"sphfus_Beth003","sphfus","Sphagnum fuscum","Moss",4,90,"Bethel",-13.4800704110234,-1.12205369503093,-0.367931900349355,-2.08884440256384,0.699768332603804,-0.348998182189826,-0.283855483790029
"105","poljun","Polytrichum juniperinum","Moss",10,90,"Murphy",-17.8526926684937,-7.46772788939153,-0.0601073195641955,1.81268044976924,0.467832076362352,0.413012746989239,-0.355940068056245
"sphfus_Beth004","sphfus","Sphagnum fuscum","Moss",4,90,"Bethel",-12.82529331353,-1.29067244375445,-0.703235536384877,-3.41371086975145,0.872242390231295,-0.897889513854331,-0.224799754946439
"180","polytrichum","Polytrichum sp.","Moss",13,90,"Murphy",-7.23280982100379,-1.02588755175184,-1.08295353620327,1.06169729409941,0.847930828516123,-0.168991929332166,-0.153681383752534
"40","dicranum","Dicranum sp.","Moss",5,90,"Murphy",9.37937623056494,6.76570448958174,-4.20804393979437,-1.58322867097076,1.36182026951471,-1.36147372991702,0.367443776964535
"221","rhyrug","Rhytidum rugosum","Moss",6,90,"Murphy",-5.59466023328797,1.24035776296852,-2.20958197620366,-2.80427477756264,1.06641149836331,-0.348735417926895,-0.063071676379983
"plisch_AK2018_02","plesch","Pleurozium schreberi","Moss",4,90,"AK2018",-10.2247502306657,-4.33959175443448,-2.20007258389028,-1.19607826850593,0.527366866998897,-0.694283837440488,-0.0406602912454697
"104","poljun","Polytrichum juniperinum","Moss",10,90,"Murphy",-14.769312013997,-3.7555949382547,0.440663933092647,1.42678545588596,0.180444732296709,0.541213807837183,-0.399844872038297
"28","aulpal","Aulacomnium palustre","Moss",6,90,"Murphy",-9.4375925945818,-1.56215091984578,-1.95240688230486,-3.77404770082434,1.24499824741345,-2.42157861295365,0.155906581586237
"sphfus_Beth001","sphfus","Sphagnum fuscum","Moss",4,90,"Bethel",-10.0492890177422,0.861004912125161,-0.803399176318785,-3.24260397530183,0.831546481362284,-0.554955906152162,-0.301009769010225
"107","poljun","Polytrichum juniperinum","Moss",10,90,"Murphy",-18.3799609774673,-8.97779144204637,-0.282078335664501,1.92130269131442,0.418886629749904,0.304694568783508,-0.227369716417641
"181","polytrichum","Polytrichum sp.","Moss",13,90,"Murphy",-21.2248494144045,-8.62515851587184,0.00441454854163423,0.175730183765474,0.438650195916832,-0.323013264057271,-0.19182733844105
"189","polytrichum","Polytrichum sp.","Moss",13,90,"Murphy",-15.1644457527018,-4.48102588157944,-0.17384061104847,0.395914664012846,0.470526958185034,-0.065385575509139,-0.0872786281644965
"190","polytrichum","Polytrichum sp.","Moss",13,90,"Murphy",-6.28844088442101,-0.208963126488773,-0.943639474788092,1.9061549456894,0.86917433316377,-0.14404871572647,-0.178920211698662
